id,tokens,slots,intent
train-11915,euh non merci,O reponse-B O,
train-11916,au revoir,O O,
train-11917,oui bonjour je vous appelle je voudrais réserver en fait euh hum sur deux villes du neuf au onze avril à Hendaye et ensuite du onze au quatorze avril à Bordeaux trois chambres doubles et je souhaite que dans chaque ville en fait que je puisse avoir donc euh des chambres à environ soixante quinze euros la nuit et ce qui est important c' est que les chambres soient équipées de baignoires et d' un téléphone,O O O O O command-tache-B command-tache-I command-tache-I O O O O nombre-hotel-B nombre-hotel-I nombre-hotel-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I connectProp-B connectProp-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I nombre-chambre-B chambre-type-B chambre-type-I connectProp-B O O O O O O O O O O O O O O objet-B objet-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O connectProp-B O O O O O O O O O O O O chambre-equipement-B chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-I,
train-11918,non à Hendaye,reponse-B localisation-ville-B localisation-ville-I,
train-11919,tout à fait,reponse-B reponse-I reponse-I,
train-11920,d'accord il est à quel prix,reponse-B lienRef-coRef-B O O O objet-B,
train-11921,alors une chambre à m à environ soixante quinze euros avec une baignoire et un téléphone,O nombre-chambre-B nombre-chambre-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B chambre-equipement-B chambre-equipement-I chambre-equipement-I chambre-equipement-B chambre-equipement-I chambre-equipement-I,
train-11922,trois chambres doubles,nombre-chambre-B chambre-type-B chambre-type-I,
train-11923,d'accord il y a une baignoire et un téléphone,reponse-B O O O chambre-equipement-B chambre-equipement-I chambre-equipement-B chambre-equipement-I chambre-equipement-I,
train-11924,d'accord,reponse-B,
train-11925,d'accord et ensuite,reponse-B O O,
train-11926,pour le,O O,
train-11927,euh oui je vais réserver mais euh je vous rappellerai en revanche il me faudrait également trois chambres doubles avec les mêmes conditions du onze au quatorze avril pour Bordeaux sur Bordeaux,O reponse-B command-tache-B command-tache-I command-tache-I O O O O O O O O O O O nombre-chambre-B chambre-type-B chambre-type-I O objet-B objet-I objet-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I localisation-ville-I localisation-ville-I,
train-11928,oui,reponse-B,
train-11929,d'accord,reponse-B,
train-11930,d'accord et à quel prix les chambres,reponse-B connectProp-B O O objet-B lienRef-coRef-B objet-B,
train-11931,oui,reponse-B,
train-11932,d'accord il y a un téléphone dans la chambre et une baignoire,reponse-B O O O chambre-equipement-B chambre-equipement-I O lienRef-coRef-B objet-B chambre-equipement-B chambre-equipement-I chambre-equipement-I,
train-11933,d'accord,reponse-B,
train-11934,d'accord et avec un téléphone,reponse-B connectProp-B chambre-equipement-B chambre-equipement-I chambre-equipement-I,
train-11935,d'accord bon ben très bien et ben écoutez je vous rappellerai,reponse-B O O O O O O O O O O,
train-11936,merci au revoir,O O O,
train-11937,euh je vous rappellerai en fait hein,O O O O O O O,
train-11938,au revoir,O O,
train-11939,je voudrais le le scénario numéro deux donc c' est pour une réservation à Paris près de l' hôtel de ville pour les quatre premiers jours de décembre,O O O O O O O O O O O command-tache-B command-tache-I localisation-ville-B localisation-ville-I localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-11940,près de l' hôtel,localisation-distanceRelative-B localisation-distanceRelative-I lienRef-coRef-B objetBD-B,
train-11941,de ville et près d' un cinéma UGC donc près des halles c' est pour trois chambres individuelles à deux cents euros maximum,O O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-quartier-B O O O nombre-chambre-B chambre-type-B chambre-type-I O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B,
train-11942,chaque chambre,objet-B objet-I,
train-11943,merci,O,
train-11944,oui,reponse-B,
train-11945,d'accord ils sont près ils sont situés près de l' hôtel de ville,reponse-B lienRef-coRef-B O O lienRef-coRef-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-11946,d'accord et d'accord ça c' est très bien et j' aurais voulu savoir le le prix de chaque chambre s' il vous plaît,reponse-B reponse-I reponse-I O O O O O connectProp-B O O O O lienRef-coRef-B lienRef-coRef-I objet-B objet-I objet-I objet-I O O O O,
train-11947,à combien,O O,
train-11948,euh donc euh d'accord est-ce qu' ils sont situés près des halles,O O O reponse-B O O lienRef-coRef-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-quartier-B,
train-11949,d'accord,reponse-B,
train-11950,et cardinal,O nom-B,
train-11951,d'accord euh ben je vais faire une réservation sauf pour l' hôtel arc hôtel est-ce que vous pouvez me proposer une autre un autre chambre c' est c' est beaucoup beaucoup trop cher deux cent quarante euros,reponse-B O O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-B nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I O O O O O O nombre-chambre-B lienRef-coDom-B O O objet-B O O O O O O comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-11952,Amadeus,nom-B,
train-11953,d'accord et l' hôtel le cardinal,reponse-B connectProp-B nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I,
train-11954,d'accord ça sera parfait donc pour les trois premiers pour les le premier le deux le trois et le quatre c' est-à-dire le mercredi le jeudi le vendredi et le samedi du mois de décembre les quatre premiers jours c' est d'accord pour l' hôtel cardinal,reponse-B O O O connectProp-B nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B O O temps-date-B temps-date-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I connectProp-B connectProp-I temps-jour-semaine-B temps-jour-semaine-I temps-jour-semaine-B temps-jour-semaine-I temps-jour-semaine-B temps-jour-semaine-I temps-jour-semaine-B temps-jour-semaine-I temps-jour-semaine-I temps-mois-B temps-mois-I temps-mois-I temps-mois-I nombre-temps-B nombre-temps-I temps-axeTps-B temps-unite-B O O reponse-B nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I,
train-11955,oui,reponse-B,
train-11956,voilà,O,
train-11957,cent deux deux cent dix neuf,nombre-B nombre-I nombre-I nombre-I nombre-I nombre-I,
train-11958,combien,O,
train-11959,oui euh j' aurais voulu savoir euh quand est-ce qu' il est près de du UGC des halles vous m' avez dit à à combien de euh combien de de mètres ou à quel endroit à peu près se situe cet hôtel,reponse-B O O O O O O O O O lienRef-coRef-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-quartier-B localisation-quartier-I O O O O objet-B objet-I objet-I objet-I objet-I objet-I objet-I objet-I objet-I connectProp-B objet-B objet-I objet-I O O O O O lienRef-coRef-B objetBD-B,
train-11960,d'accord y a y a aucun souci ça sera je peux réserver,reponse-B O O O O O O O O command-tache-B command-tache-I command-tache-I,
train-11961,d'accord,reponse-B,
train-11962,euh et je voulais savoir est-ce que le petit déjeuner est compris dans la réservation,O O O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-services-I hotel-services-I hotel-services-I hotel-services-I,
train-11963,d'accord faut compter combien pour un petit déjeuner par personne,reponse-B O O objet-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-services-I hotel-services-I,
train-11964,cinq euros par personne d' accord je je confirme également les petits déjeuners sur les quatre jours pour les trois chambres,paiement-montant-entier-B paiement-monnaie-B O O reponse-B reponse-I command-dial-B command-dial-I command-dial-I O hotel-services-B hotel-services-I hotel-services-I nombre-temps-B nombre-temps-I nombre-temps-I temps-unite-B O lienRef-coRef-B nombre-chambre-B nombre-chambre-I,
train-11965,d'accord bon,reponse-B reponse-I,
train-11966,non ça sera c' est parfait pour l' instant,reponse-B O O O O O O O O,
train-11967,très bien,O O,
train-11968,merci,O,
train-11969,au revoir,O O,
train-11970,oui bonjour madame voilà voilà je voudrais trois jours en août euh du côté de Mans,O O O O O O O sejour-nbNuit-B sejour-nbNuit-I temps-mois-B temps-mois-I O localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-ville-B,
train-11971,euh oui dans un hôtel à Mans donc euh je voudrais une réservation douze chambres simples plus ou moins cent euros,O reponse-B O objetBD-B objetBD-I localisation-ville-B localisation-ville-I O O command-tache-B command-tache-I command-tache-I command-tache-I nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B,
train-11972,oui,reponse-B,
train-11973,début août,temps-plageRelative-B temps-mois-B,
train-11974,douze,nombre-B,
train-11975,non trois,reponse-B nombre-B,
train-11976,jours trois jours,temps-unite-B nombre-temps-B temps-unite-B,
train-11977,trois jours,nombre-temps-B temps-unite-B,
train-11978,oui,reponse-B,
train-11979,voilà douze chambres simples,O nombre-chambre-B chambre-type-B chambre-type-I,
train-11980,alors par contre il me faut impérativement un accès handicapés,O O O O O O O hotel-services-B hotel-services-I hotel-services-I,
train-11981,hum très bien alors le prix plus ou moins cent euros,O O O O objet-B objet-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B,
train-11982,ben je vais prendre le Green set,O command-tache-B command-tache-I command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I,
train-11983,douze,nombre-B,
train-11984,non douze chambres individuelles simples,reponse-B nombre-chambre-B chambre-type-B chambre-type-I chambre-type-I,
train-11985,oui oui tout à fait,reponse-B reponse-I reponse-I reponse-I reponse-I,
train-11986,deux cent quatre zéro quarante trois,nombre-B nombre-I nombre-I nombre-I nombre-I nombre-I,
train-11987,d'accord,reponse-B,
train-11988,très bien,O O,
train-11989,non je vous remercie ça ira,reponse-B O O O O O,
train-11990,au revoir madame,O O O,
train-11991,je voudrais faire des réservations d' hôtel à Nancy et à Paris,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I localisation-ville-B localisation-ville-I localisation-ville-I,
train-11992,alors du vingt neuf au trente et un juillet,O temps-date-B temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I temps-date-I temps-date-I,
train-11993,euh le trente et un juillet au premier août,O temps-date-B temps-date-I temps-date-I temps-date-I temps-date-I temps-date-B temps-date-I temps-date-I,
train-11994,euh chambres doubles pas très chères,O chambre-type-B chambre-type-I paiement-montantQualitatif-B paiement-montantQualitatif-I paiement-montantQualitatif-I,
train-11995,oui je voudrais avec un sauna,reponse-B O O hotel-services-B hotel-services-I hotel-services-I,
train-11996,oui,reponse-B,
train-11997,oui moi mais il me faudrait deux chambres,reponse-B O O O O O nombre-chambre-B nombre-chambre-I,
train-11998,le prix,lienRef-coRef-B objet-B,
train-11999,oui c' est bien,reponse-B O O O,
train-12000,oui,reponse-B,
train-12001,oui oui ça me va,reponse-B reponse-I reponse-I reponse-I reponse-I,
train-12002,répétez le numéro de réservation,command-dial-B objet-B objet-I objet-I objet-I,
train-12003,merci,O,
train-12004,au revoir madame,O O O,
train-12005,bonjour j' aimerais avoir euh une réservation pour Lille une semaine pendant les vacances de février euh deux mille cinq hein la l' année prochaine et alors je voudrais deux chambres individuelles d' une personne et aux environs de quatre vingts euros mais j' aimerais que cet hôtel soit situé près d' un cinéma et si vous avez en plus une salle de musculation dans l' hôtel ce serait parfait,O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I localisation-ville-B localisation-ville-I nombre-temps-B temps-unite-B temps-axeTps-B temps-mois-B temps-mois-I temps-mois-I temps-mois-I O temps-annee-B temps-annee-I temps-annee-I O temps-unite-B temps-unite-I temps-unite-I temps-axeTps-B connectProp-B O O O nombre-chambre-B chambre-type-B chambre-type-I chambre-type-I chambre-type-I chambre-type-I connectProp-B comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O O O lienRef-coRef-B objetBD-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I connectProp-B connectProp-B O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-services-I hotel-services-I hotel-services-I O O O,
train-12006,oui,reponse-B,
train-12007,à Lille,localisation-ville-B localisation-ville-I,
train-12008,voilà,O,
train-12009,oui,reponse-B,
train-12010,oui,reponse-B,
train-12011,alors euh pouvez-vous me donner des précisions les et quel est ces hôtels ont sont- ils situés près d' un cinéma et ont- ils une salle de musculation,O O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O O O O lienRef-coRef-B objetBD-B O O lienRef-coRef-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I connectProp-B O lienRef-coRef-B hotel-services-B hotel-services-I hotel-services-I hotel-services-I,
